Keyword,Significance,Support,Frequency
"фуа",0.016802,2,2
"фуд",0.013429,2,2
"фулл",0.012424,1,2
"фунгицид",0.015891,1,3
"функционал",0.410771,7,8
"функциональность",0.243241,5,5
"функционирование",0.689805,8,9
"функция",6.321969,61,86
"фура",0.193529,6,7
"фургон",0.066351,2,2
"фурункулёз",0.015939,3,4
"футаж",0.015939,2,6
"футбол",3.087845,35,36
"футболист",1.843999,21,21
"футболка",0.966136,14,15
"фуфайка",0.024966,1,5
"фьорд",0.039635,3,3
"фэнтези",1.146336,60,65
"хайлайт",0.013429,2,2
"хайп",0.041383,4,6
"хак",0.044955,6,9
"хакатон",0.015582,3,4
"хакер",2.84483,68,75
"хакерство",0.023386,2,2
"хаки",0.029756,2,2
"хакинг",0.012743,2,2
"халат",0.294595,4,6
"халява",0.112593,3,3
"халявщик",0.020121,2,2
"хантер",0.018673,3,3
"хаос",2.315484,26,31
"хапуга",0.016802,2,2
"хард",0.020121,2,2
"хардкор",0.019109,2,2
"харизма",0.284156,6,9
"харя",0.034896,3,3
"хата",0.065221,3,4
"хаус",0.05611,2,2
"хахаль",0.015143,3,3
"хвастовство",0.019465,1,2
"хворост",0.023386,2,2
"хворь",0.044788,2,2
"хвост",1.374882,15,17
"хвостик",3.214642,52,60
"хвоя",0.053389,3,3
"хейт",0.017667,4,5
"хейтер",0.019438,3,3
"хет",0.019772,6,6
"хештег",0.033128,13,14
"хилак",0.012182,1,2
"химик",0.150533,2,3
"химикат",0.075909,2,3
"химиотерапия",0.071446,2,10
"химическая реакция",1.238837,2,3
"химия",0.827211,10,10
"хинди",0.020121,2,2
"хип",0.023715,8,8
"хирург",0.88646,11,14
"хит",1.627578,23,23
"хитмейкер",0.015143,3,3
"хищение",0.209654,2,3
"хищник",1.055319,18,20
"хладнокровие",0.023386,2,2
"хлеб",2.571498,26,35
"хлебные злаки",0.112078,1,3
"хлопок",0.750926,11,11
"хлопья",0.095055,3,4
"хлорид",0.024313,2,4
"хобби",1.760348,22,23
"хоббит",0.025311,2,2
"ховерборд",0.012424,1,2
"ход",3.308276,34,41
"ход игры",5.460794,3,4
"ходатайство",0.313001,3,4
"ходьба",0.289347,5,10
"хож",0.013429,2,2
"хозяин",4.482041,41,63
"хозяйка",0.394204,5,5
"хозяйство",0.982884,10,12
"хоккей",0.43499,5,6
"холдинг",0.256405,3,3
"холера",0.023386,2,2
"холестерин",0.585078,9,30
"холецистит",0.013429,2,2
"холка",0.013429,2,2
"холод",1.925814,21,23
"холодильник",2.641197,27,33
"холодная",0.108554,3,3
"холодное",0.146791,4,4
"холст",1.573306,45,45
"хоп",0.063543,8,8
"хореография",0.087297,2,2
"хорошегонастроение",0.016857,4,4
"хорошее",0.966196,14,15
"хорошо",0.998477,19,19
"хоррор",0.114764,20,22
"хос",0.015143,3,3
"хост",0.139662,6,6
"хота",0.016122,2,2
"хотябы",0.020121,2,2
"хоу",0.017157,1,2
"храм",2.910614,30,41
"хранение",1.161069,12,14
"хранитель",0.433625,7,9
"храп",0.035747,1,2
"хрен",0.450098,7,8
"христианин",0.957735,10,12
"христианство",0.471002,4,7
"хроника",0.157547,3,3
"хронология",0.058608,2,2
"хрупкость",0.131521,5,5
"хрюшка",0.029756,2,2
"хрящ",0.020121,2,2
"художество",0.163807,3,5
"художник",16.901402,174,215
"художница",0.801384,18,19
"худшее",0.087297,2,2
"хук",0.181646,8,9
"хэв",0.013429,2,2
"хэштег",0.030242,4,4
"цапля",0.024374,1,3
"царапина",0.109105,3,3
"царствие",0.071986,2,2
"царство",0.94189,12,14
"царствование",0.066262,2,3
"цветение",0.421178,10,13
"цветок",5.792447,47,97
"цветочная пыльца",0.260403,1,2
"цедра",0.05437,1,3
"целение",0.015345,3,4
"целесообразность",0.393882,6,6
"целеустремлённость",0.059694,3,3
"целибат",0.013429,2,2
"целитель",0.261699,8,14
"целительство",0.032198,1,11
"целлюлит",0.041653,2,6
"целое",0.276432,3,3
"целостность",0.308047,4,6
"цензор",0.03592,2,2
"цензура",0.200514,2,4
"ценитель",1.367845,32,33
"ценник",0.579682,11,14
"ценность",6.106442,57,86
"ценные бумаги",3.26104,10,13
"ценообразование",0.314193,5,5
"центр города",3.153008,2,2
"центральный банк",2.549976,2,3
"центробанк",0.146146,2,4
"цепочка",1.190488,12,15
"цепь",0.419063,4,7
"церковь",3.616501,34,55
"цес",0.012424,1,2
"цессия",0.012424,1,2
"циаль",0.015143,3,3
"цианид",0.012182,1,2
"цивилизация",2.763805,27,36
"циган",0.013429,2,2
"цикл",3.929811,39,51
"цикорий",0.053375,6,7
"цинк",0.152174,6,6
"цирк",0.453241,6,7
"циркуль",0.023386,2,2
"циркуляция",0.149575,6,6
"цирроз",0.038926,2,2
"цитата",1.070983,13,13
"цитрин",0.012424,1,2
"цифра",4.131438,40,57
"цифровизация",0.019072,4,7
"ция",0.030284,10,14
"цоя",0.032727,2,2
"цунами",0.303997,5,5
"цыган",0.20821,4,9
"цыпочка",0.032864,2,2
"чаванпраш",0.012747,1,3
"чад",0.175378,3,3
"чаепитие",0.111268,3,3
"чай",4.685554,46,63
"чайник",0.431979,8,8
"чал",0.016446,4,4
"чан",0.628318,21,27
"чарт",0.073763,4,4
"часовая стрелка",0.948689,5,8
"часовня",0.15119,3,4
"часовой пояс",0.994726,3,3
"часок",0.029756,2,2
"частица",0.757568,8,10
"частичка",0.230504,4,4
"частный случай",1.884772,1,2
"частота",1.000845,10,14
"часы",0.146787,2,2
"чат",2.63008,66,78
"чатик",0.013429,2,2
"чаша",1.050314,13,16
"чашечка",0.261152,5,5
"чашка",3.030297,27,57
"чаяние",0.082925,2,2
"чаёк",0.050457,2,2
"чек",1.433944,26,31
"чека",0.11757,3,4
"чел",0.027314,6,17
"челлендж",0.213328,7,9
"чело",0.379169,14,14
"человечество",6.30636,57,91
"челюсть",0.547548,10,12
"чемодан",1.040075,12,18
"чемпион",3.022627,34,35
"чемпионат",4.331142,45,56
"чемпионка",0.145761,2,2
"чемпионство",0.439514,19,19
"чение",0.013429,2,2
"чень",0.01962,2,4
"черви",0.032864,2,2
"червь",0.204552,4,6
"червячок",0.047142,4,4
"чердак",0.246305,6,7
"череда",0.950588,13,15
"череп",0.233556,4,4
"черепаха",0.213014,3,11
"черешня",0.050457,2,2
"черная дыра",2.009379,4,4
"черная смородина",1.376745,2,5
"черника",0.1131,5,6
"чернослив",0.047647,2,2
"черный цвет",1.649993,1,3
"черта",3.117147,34,36
"чертовка",0.016802,2,2
"черёд",0.099298,2,2
"чеснок",1.471538,16,27
"чество",0.015939,2,6
"честь",5.598802,60,66
"чета",0.093967,2,2
"четвертинка",0.030079,3,3
"четверть",0.674309,7,8
"четвёрка",0.361709,5,5
"четкая граница",1.39728,2,2
"чехол",0.115854,3,4
"чечевица",0.054895,2,6
"чие",0.013429,2,2
"чизкейк",0.016122,2,2
"чий",0.015143,3,3
"чик",0.157114,6,6
"чили",0.150818,3,4
"чиллхоп",0.013429,2,2
"чиновник",0.809297,9,9
"чип",0.317862,7,13
"чипсы",0.164325,5,6
"численность",0.986931,11,11
"чистая вода",4.419011,5,5
"чистая прибыль",1.834425,2,3
"чистои",0.030572,12,12
"чистота",3.808807,38,50
"чистый воздух",1.93129,2,2
"чистящее средство",1.993755,2,3
"чит",0.015143,3,3
"читатель",3.09805,31,39
"чить",0.013429,2,2
"чка",0.013429,2,2
"чмок",0.012424,1,2
"чтение",3.666394,37,48
"чувак",0.274643,6,11
"чувствительность",0.423848,9,9
"чувство юмора",3.773323,5,5
"чувствование",0.012424,1,2
"чудище",0.09399,6,7
"чудо",3.567795,38,45
"чудовище",0.446252,9,9
"чудотворец",0.045009,1,3
"чужак",0.081483,2,2
"чужая",0.098267,3,3
"чужой",0.163255,3,3
"чуйка",0.013429,2,2
"чукча",0.045494,3,7
"чум",0.032544,1,2
"чума",0.152706,3,3
"чуткость",0.055937,2,2
"чуточка",0.050134,3,3
"чутьё",0.23903,6,7
"чёрное",0.068845,2,2
"чёс",0.032864,2,2
"чётки",0.023386,2,2
"шаблон",1.467232,19,25
"шайба",0.159524,3,3
"шалман",0.01481,1,2
"шалфей",0.072839,6,8
"шаман",0.071919,1,2
"шампанское",0.281522,4,4
"шампиньон",0.041653,2,6
"шампунь",0.527553,11,16
"шампур",0.033329,4,4
"шанс",7.66955,81,93
"шантаж",0.169259,5,5
"шапка",0.370751,3,7
"шапочка",0.255968,4,4
"шар",0.398077,4,5
"шарик",0.605711,7,8
"шарлотка",0.017157,1,2
"шартрез",0.013429,2,2
"шаткарма",0.012969,1,3
"шаттл",0.064657,1,2
"шаурма",0.020121,2,2
"шахматист",0.138084,5,5
"шахматы",0.407661,6,6
"шахта",0.155945,2,2
"шашлык",0.411886,7,12
"шашни",0.013429,2,2
"швед",0.130344,2,2
"шевелюра",0.030454,1,2
"шедевр",1.738566,20,21
"шейдер",0.012424,1,2
"шейка",0.053342,1,2
"шейкер",0.030572,12,12
"шейх",0.222136,2,6
"шелл",0.030328,2,3
"шение",0.014199,2,3
"шествие",0.479428,5,6
"шестёрка",0.091516,2,2
"шеф",0.750706,11,12
"шея",2.782,28,37
"шие",0.020203,3,3
"шизофрения",0.078906,3,3
"шимпанзе",0.055937,1,4
"шина",0.155726,2,3
"шиншилла",0.015891,1,3
"шиповник",0.150617,5,9
"ширина",0.331631,3,5
"широта",0.331331,6,6
"шиф",0.015143,3,3
"шифр",0.082314,5,5
"шифровальщик",0.015939,3,4
"шифрование",0.056108,2,3
"шишка",0.220989,4,4
"шка",0.015143,3,3
"шкала",0.285123,5,6
"шкаф",1.636719,18,20
"шкафчик",0.175175,5,5
"шкварка",0.01481,1,2
"школа",10.709664,108,142
"школьница",0.102016,2,3
"шкурка",0.155576,5,5
"шлагбаум",0.08068,1,4
"шлак",0.272193,12,14
"шланг",0.066351,2,2
"шлейка",0.03151,4,10
"шлейф",0.08068,2,2
"шлем",0.282078,4,5
"шлюз",0.086851,3,3
"шлюпка",0.026167,1,2
"шляпа",0.422524,7,8
"шмель",0.030079,3,3
"шмотки",0.04888,3,3
"шнурок",0.173033,4,4
"шок",2.014053,23,25
"шоколад",1.419675,17,21
"шоколадка",0.111922,3,4
"шоп",0.023386,2,2
"шопинг",0.07607,2,2
"шопоголизм",0.023906,4,5
"шоппинг",0.044788,2,2
"шортсы",0.015582,3,4
"шорты",0.325442,6,8
"шот",0.029434,2,2
"шоу",3.926118,43,51
"шпаргалка",0.079984,6,6
"шпиль",0.038926,2,2
"шпинат",0.038435,4,5
"шпора",0.023386,2,2
"шприц",0.072886,1,9
"шрам",0.154479,6,6
"шрифт",0.289805,5,6
"шру",0.012424,1,2
"штаб",1.766141,17,23
"штамп",0.359441,4,4
"штаны",0.579095,7,9
"штат",1.633989,20,20
"штора",0.259313,5,7
"шторка",0.029756,2,2
"шторм",0.240722,5,7
"штраф",2.19145,20,33
"штрих",0.210922,4,4
"штрихование",0.013429,2,2
"штука",3.486611,37,42
"штурвал",0.047647,2,2
"штурм",0.346785,5,5
"штучка",0.131677,2,2
"шуба",0.14144,2,2
"шум",1.371602,16,17
"шутер",0.152888,12,18
"шутка",2.906603,31,36
"шхера",0.023604,4,4
"шёлк",0.326484,6,6
"щада",0.027144,10,10
"щека",0.899116,13,13
"щелчок",0.124158,3,6
"щенок",0.532663,8,15
"щеночек",0.016802,2,2
"щепотка",0.238587,11,14
"щес",0.013429,2,2
"щик",0.013429,2,2
"щит",1.56189,9,44
"щёлк",0.013429,2,2
"щёлочь",0.023386,2,2
"щётка",0.27427,5,8
"эволюция",2.149913,16,40
"эвфония",0.012061,1,2
"эго",0.192203,6,9
"эгоизм",0.397868,8,9
"эгоцентризм",0.017605,1,5
"эзотерик",0.020203,3,3
"эйджизм",0.013429,2,2
"эйфория",0.277776,5,5
"экзальтация",0.012969,1,3
"экзамен",1.290698,13,16
"экзема",0.065912,7,7
"экземпляр",1.227122,12,16
"экзотика",0.112351,2,3
"экипаж",0.342919,4,4
"экипировка",0.328372,10,14
"эко",0.421229,27,28
"экоблогер",0.013429,2,2
"экобонус",0.012424,1,2
"эколог",0.346676,4,5
"экологичность",0.053221,2,2
"экология",4.74512,50,67
"эколого",0.014849,2,4
"эконом",0.08606,4,4
"экономика",4.01359,40,52
"экономист",0.582713,6,7
"экономия",0.58902,7,7
"экоповестка",0.013429,2,2
"экосистема",0.650989,14,14
"экотуризм",0.021782,3,4
"экран",3.469106,37,41
"экранизация",0.15119,3,4
"экс",0.408844,18,20
"эксклюзив",0.070686,3,3
"экскурсия",0.955495,10,12
"экспансия",0.186398,3,3
"экспедиция",1.450311,15,20
"эксперимент",2.857564,24,44
"экспериментирование",0.020121,2,2
"эксперт",17.135702,177,235
"экспертиза",0.454059,5,5
"экспертная оценка",1.452443,3,3
"эксплоит",0.014199,2,3
"эксплойт",0.013429,2,2
"эксплуатация",1.346557,15,16
"экспонат",0.139839,2,2
"экспорт",0.571696,5,8
"экспортёр",0.200962,3,4
"экспресс",0.244018,5,6
"экстаз",0.066351,2,2
"экстракт",0.100465,4,5
"экстрасенс",0.147912,5,7
"экшен",0.1048,26,31
"экшн",0.047186,6,9
"эластичность",0.155267,5,8
"элек",0.012424,1,2
"электричество",0.172903,2,2
"электричка",0.297243,3,5
"электрод",0.050457,2,2
"электромобиль",0.063815,2,2
"электроника",0.437538,6,6
"электронная почта",4.840256,17,19
"электросеть",0.095586,2,2
"электроснабжение",0.197459,2,4
"электростанция",0.217613,2,3
"электростул",0.012424,1,2
"элементал",0.013429,2,2
"элементалова",0.012424,1,2
"эликсир",0.066134,3,3
"элита",0.329722,4,4
"эльдар",0.048053,1,2
"эльф",0.161602,6,7
"эмбиент",0.015143,3,3
"эмиссия",0.112351,2,3
"эмитент",0.099512,2,2
"эмоция",12.987208,100,217
"эмпатия",0.020121,2,2
"эмулятор",0.018331,2,3
"эмфизема",0.014199,2,3
"энд",0.063815,2,2
